pair,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
pbp1Δ / WT,YMR056C_mRNA,10.1592859718807,0.971249409313519,0.720408288069251,1.34819299749666,0.177596316267511,0.741497629163152
pbp1Δ / WT,YBR085W_mRNA,86.6795710406831,0.862475167763762,0.270155334800879,3.19251577393227,0.00141039241143191,0.0900658197517662
pbp1Δ / WT,YJR155W_mRNA,0.98046093842454,2.14740921779884,2.41961155738372,0.887501636882904,0.374808885309903,0.882209267954752
pbp1Δ / WT,YNL331C_mRNA,2.1857474296874,1.5785263207994,1.87131089294064,0.843540390190778,0.398926286480835,0.889754233938325
pbp1Δ / WT,YCR107W_mRNA,1.38733641215029,0.280382243111988,1.97796922242232,0.141752581351401,0.887275440333872,0.98931218960647
pbp1Δ / WT,YDL243C_mRNA,4.53092372737271,-0.70215578751173,1.01234165717284,-0.693595667566063,0.487935811481851,0.920716284191798
pbp1Δ / WT,YNL141W_mRNA,1021.09863901808,-0.191269643926174,0.1595143225539,-1.19907504770642,0.230498765499776,0.795084028220088
pbp1Δ / WT,YHR047C_mRNA,2404.0819550211,-0.0556196029534319,0.224550674107825,-0.247692879010127,0.804372041946347,0.983569088638521
pbp1Δ / WT,YBL074C_mRNA,71.2760223864467,0.213004215990953,0.297609503013375,0.715717118688178,0.474166038276445,0.917361098869788
pbp1Δ / WT,YKL106W_mRNA,431.423102481902,-0.0511798126302624,0.150456747431387,-0.340162960478738,0.733733809975898,0.977209588310282
pbp1Δ / WT,YLR027C_mRNA,4534.4780122171,0.0675606620113229,0.147691627717051,0.457444088440518,0.64735188108888,0.966012776580434
pbp1Δ / WT,YBR236C_mRNA,324.681230016422,0.0493422956260467,0.152974201080552,0.322553053243693,0.747033752787316,0.977209588310282
pbp1Δ / WT,YKL112W_mRNA,414.766729082171,-0.000990963725664643,0.179936961294273,-0.0055072827646789,0.995605846322665,1
pbp1Δ / WT,YMR072W_mRNA,404.257704265506,0.265363731540637,0.236652058601134,1.12132441656844,0.262149796015941,0.813728325275706
pbp1Δ / WT,YJR108W_mRNA,1.28705345799779,-1.25817786212099,2.50867646614806,-0.501530539748259,0.615997790179784,0.956466794545566
pbp1Δ / WT,YCR088W_mRNA,1017.04326761383,0.425449935762937,0.144438714812928,2.94553947197581,0.00322392010006329,0.139610089740987
pbp1Δ / WT,YOR239W_pre-mRNA,398.492930066262,0.191712995036603,0.18507978233014,1.03583974771826,0.300276910741103,0.845398964515431
pbp1Δ / WT,YNR033W_mRNA,277.087422701428,-0.427588730002861,0.21463555666015,-1.9921616746842,0.0463533217896383,0.477821077275239
pbp1Δ / WT,YMR289W_mRNA,127.152384388632,0.179166488916692,0.237926122293466,0.75303412332212,0.451429408946165,0.909345230670508
pbp1Δ / WT,YER045C_mRNA,39.3658091252679,0.148649531689305,0.340564257146195,0.436480131341245,0.662488411647088,0.969469507116756
pbp1Δ / WT,YGR037C_mRNA,1090.19708666652,0.35418092974732,0.160270471304013,2.20989510335615,0.0271124431607949,0.412819430484428
pbp1Δ / WT,YLR131C_mRNA,295.96003505156,-0.0753544281242096,0.141932705589404,-0.530916590445346,0.595476580573373,0.953577942643522
pbp1Δ / WT,YLR144C_mRNA,252.406204409478,-0.241863995639882,0.236034398386294,-1.02469808338718,0.305505667679355,0.849234975583143
pbp1Δ / WT,YJR083C_mRNA,67.3431746606935,0.291396460922632,0.310520522251323,0.938412890748608,0.34803226383321,0.868861247911596
pbp1Δ / WT,YBL015W_mRNA,308.825802861895,-0.11109116987489,0.256574759876182,-0.432977779764854,0.665030912596359,0.970902583835416
pbp1Δ / WT,YDL203C_mRNA,79.695488849557,-0.114873170443146,0.263846348782184,-0.435379041526848,0.663287320619963,0.969958262169273
pbp1Δ / WT,YPL267W_mRNA,86.8739504132496,-0.247596457052239,0.227711908958571,-1.08732326817956,0.276893968898193,0.831012433560439
pbp1Δ / WT,YLR304C_mRNA,5195.27977791678,-0.48213631268211,0.279379293520156,-1.72574104045877,0.0843940111288339,0.600260067048304
pbp1Δ / WT,YJL200C_mRNA,1017.74829347126,0.0922746804552941,0.247284531965642,0.373151849498273,0.709035430637347,0.977079144442298
pbp1Δ / WT,YKL192C_mRNA,871.515616180865,0.00221980414352405,0.184575642639223,0.0120265280498735,0.990404450262025,1
pbp1Δ / WT,YAL054C_mRNA,15.9907610423963,-0.0780236825773449,0.692988966582523,-0.112590079120767,0.910355550749387,0.991208490679222
pbp1Δ / WT,YLR153C_mRNA,5051.06662916302,0.0217906675626,0.250359810990056,0.0870374021949771,0.930641782249044,0.993472478337686
pbp1Δ / WT,YFL039C_mRNA,47487.0994846068,-0.0093901906831147,0.12514178694925,-0.0750364119934038,0.940185740961959,0.993472478337686
pbp1Δ / WT,YFL039C_pre-mRNA,6.57292887995029,-1.84242298219552,1.70768645178519,-1.07890004061898,0.280632290745363,0.836061028364465
pbp1Δ / WT,YDR448W_mRNA,196.769359829406,0.0258565617036173,0.21391169977997,0.120874929843545,0.903790099634541,0.990581750078898
pbp1Δ / WT,YMR184W_mRNA,214.904205441504,0.264939420446224,0.237432544877264,1.11585132772417,0.264485778793447,0.815671365045408
pbp1Δ / WT,YKL206C_mRNA,429.699755830017,-0.0125046307281165,0.141167301056938,-0.0885802210178464,0.929415527624744,0.993472478337686
pbp1Δ / WT,YAR015W_mRNA,787.231784881891,0.273165361632309,0.14757530753496,1.85102349569963,0.0641661730093972,0.54163256671007
pbp1Δ / WT,YNL220W_mRNA,1201.26554347261,0.145279666883472,0.174723625061607,0.831482673463571,0.405701012343864,0.891045784260347
pbp1Δ / WT,YLR359W_mRNA,790.593098405535,0.0118158042213039,0.153302799790167,0.0770749408195855,0.938563928015438,0.993472478337686
pbp1Δ / WT,YLR028C_mRNA,929.486872000041,-0.0160064264676436,0.143433740663869,-0.11159456898746,0.911144878444733,0.991208490679222
pbp1Δ / WT,YMR120C_mRNA,392.472795710613,-0.232782658867786,0.23252653678162,-1.00110147465193,0.316777752193834,0.850230418292672
pbp1Δ / WT,YOR128C_mRNA,19.324517870112,-0.580932846328142,0.568865941939855,-1.02121221099498,0.307153908244645,0.849234975583143
pbp1Δ / WT,YGR204W_mRNA,2498.83544839193,0.0367808134783838,0.113181692169834,0.324971404590705,0.745202713933954,0.977209588310282
pbp1Δ / WT,YMR300C_mRNA,589.945533381763,-0.21933345967548,0.187200246425761,-1.17165155422198,0.24133698071684,0.796728888726282
pbp1Δ / WT,YGL234W_mRNA,2077.08916577509,0.156639199681587,0.15372327674856,1.01896864934643,0.308217850414498,0.849234975583143
pbp1Δ / WT,YGR061C_mRNA,6078.73784255462,-0.243613826531598,0.259163191258872,-0.940001646639154,0.347216716046552,0.868271825934989
pbp1Δ / WT,YDR408C_mRNA,370.173553388599,0.206158089464554,0.214995090924437,0.958896729121187,0.33761077272252,0.857670874921071
pbp1Δ / WT,YCL058W-A_mRNA,49.3063971465561,0.0325126452384453,0.394933161528665,0.0823244244990691,0.934388732397789,0.993472478337686
pbp1Δ / WT,YMR083W_mRNA,1839.3784828094,0.0466730586996488,0.10959164869681,0.425881527056607,0.670194176296714,0.971737897192592
pbp1Δ / WT,YGL256W_mRNA,66.4909985599882,-0.0340357853708471,0.456547570848489,-0.0745503591391188,0.940572471816185,0.993472478337686
pbp1Δ / WT,YBR145W_mRNA,65.3671963904476,0.18048179759073,0.288321193222529,0.625974787262454,0.531331478783436,0.937960133832438
pbp1Δ / WT,YMR318C_mRNA,1836.72292844861,-0.0864201566535762,0.124890880699374,-0.691965307391812,0.488959116030368,0.920716284191798
pbp1Δ / WT,YCR105W_mRNA,4.57855058233406,1.17961358424999,1.15501721823545,1.02129523753085,0.307114582108935,0.849234975583143
pbp1Δ / WT,YMR009W_mRNA,476.440786314452,0.278292744336967,0.135069283121145,2.0603703366617,0.0393631504508357,0.459671228586233
pbp1Δ / WT,YDR226W_mRNA,3280.30917414157,-0.0793063384292227,0.177517162326916,-0.446753076658425,0.655053354497123,0.966458678470767
pbp1Δ / WT,YER170W_mRNA,113.667436071655,-0.254366647400016,0.250871525500777,-1.01393191950446,0.310615239160858,0.849234975583143
pbp1Δ / WT,YJR105W_mRNA,5479.22870604013,0.161460831924283,0.158503705343618,1.01865651389193,0.308366064292455,0.849234975583143
pbp1Δ / WT,YCR011C_mRNA,653.514704277657,0.219706395412089,0.160374237747425,1.36996065264613,0.170699184621015,0.734873635504109
pbp1Δ / WT,YDR216W_mRNA,222.98063189027,-0.812863042432102,0.304869458700248,-2.66626590245407,0.00766990022428933,0.23716138851421
pbp1Δ / WT,YCR010C_mRNA,2.53659517161693,-0.0468659351168475,1.33175571252068,-0.0351910899846204,0.97192736699441,1
pbp1Δ / WT,YDL239C_mRNA,3.94669297233833,-0.310258696162204,1.20884401171339,-0.256657346320845,0.797443301418402,0.983014472167251
pbp1Δ / WT,YLR227C_mRNA,28.2747246904967,0.442543768991132,0.401157429569637,1.10316732626863,0.269954507590361,0.823662238840177
pbp1Δ / WT,YMR064W_mRNA,77.0630674934975,-0.647668219294484,0.288320544745303,-2.24634779275484,0.0246817395458229,0.38979897804223
pbp1Δ / WT,YMR282C_mRNA,86.4918496580499,-0.214823576932884,0.240121811394099,-0.894644162834111,0.370977335997798,0.878119197819123
pbp1Δ / WT,YPL005W_mRNA,31.210770655516,-0.0990681809091147,0.366892857765888,-0.270019377080187,0.787145346364452,0.981181512067024
pbp1Δ / WT,YLR040C_mRNA,120.273391217595,0.0863070914233215,0.253221877121164,0.340835840901789,0.733227167111396,0.977209588310282
pbp1Δ / WT,YEL052W_mRNA,157.5147061719,-0.361676997309581,0.212953666977299,-1.69838351432632,0.089435401519306,0.610354559199483
pbp1Δ / WT,YLR397C_mRNA,334.597311989365,-0.28457748776549,0.187386184221928,-1.51866845972196,0.12884596947932,0.68628292900363
pbp1Δ / WT,YER017C_mRNA,266.960980454161,-0.368805696963124,0.190560031147122,-1.93537802624721,0.0529439237660753,0.500878505838474
pbp1Δ / WT,YOR129C_mRNA,66.3872270357937,-0.000475647731275365,0.271221909604315,-0.00175372163690347,0.998600733299219,1
pbp1Δ / WT,YDR085C_mRNA,84.6436804468181,0.135905679103016,0.346249325773076,0.392508140772773,0.694682797506799,0.976666419076087
pbp1Δ / WT,YGL071W_mRNA,136.989832939669,-0.0654335700047404,0.256320179323332,-0.255280603257537,0.798506380111866,0.983279183223059
pbp1Δ / WT,YPL202C_mRNA,154.511404900402,-0.348432364654063,0.256627683695153,-1.35773490855322,0.174547815693322,0.739031223791604
pbp1Δ / WT,YNR044W_mRNA,275.56525806505,0.14584238651025,0.310543540064046,0.469635872896185,0.638615190667874,0.963410958873062
pbp1Δ / WT,YGL032C_mRNA,150.877139157909,0.0333365184904979,0.272304520280442,0.122423669119283,0.902563494252055,0.990581750078898
pbp1Δ / WT,YPR021C_mRNA,133.535490901722,-0.0470573990841483,0.301136648974814,-0.156265931909483,0.875823408804818,0.98761276904574
pbp1Δ / WT,YDR524C_mRNA,137.475613800189,0.0496542729393397,0.188871327176886,0.262900005424521,0.79262765213108,0.981181512067024
pbp1Δ / WT,YIL044C_mRNA,532.715630749786,0.302901159116626,0.170739245410478,1.77405703292418,0.0760537169843905,0.5863721617891
pbp1Δ / WT,YCL025C_mRNA,1213.5840075987,0.419471383410694,0.134020842165589,3.12989663870652,0.00174867820593309,0.100312566348196
pbp1Δ / WT,YBR132C_mRNA,88.980896399237,-0.174299709585728,0.239229945229644,-0.728586504579985,0.466254636118794,0.913975490336011
pbp1Δ / WT,YFL055W_mRNA,13.4892949945352,-0.595324039937005,0.601789538409076,-0.989256213244978,0.32253780148241,0.851190961713865
pbp1Δ / WT,YFL030W_mRNA,10.9658878079972,0.699770519262979,0.709571861506083,0.986186963188901,0.324041375451564,0.851190961713865
pbp1Δ / WT,YDR214W_mRNA,887.531618446122,0.077683128909512,0.205905320256668,0.377275967481935,0.70596853003864,0.977079144442298
pbp1Δ / WT,YOR023C_mRNA,358.402816049602,-0.0381288346813747,0.201776070644484,-0.18896608780015,0.850119395916221,0.985820559773666
pbp1Δ / WT,YCR082W_mRNA,463.193811147546,0.597838471171867,0.211114448466905,2.83182167546238,0.0046283652923315,0.171426291847092
pbp1Δ / WT,YLR109W_mRNA,7004.18352960882,-0.275654460729084,0.146908746998369,-1.87636520194502,0.0606051494478694,0.532236952500754
pbp1Δ / WT,YAL046C_mRNA,84.556682212776,0.63731472550521,0.295704283589489,2.1552434674567,0.0311427870759789,0.433563682633592
pbp1Δ / WT,YER087W_mRNA,187.916687739262,-0.521785919629638,0.219058257958191,-2.38195046602272,0.0172212137365047,0.331720100662181
pbp1Δ / WT,YER093C-A_mRNA,26.5118556049232,0.0332480780075857,0.428253076289036,0.0776365187979314,0.938117192237327,0.993472478337686
pbp1Δ / WT,YER093C-A_pre-mRNA,1.25776832631869,0,4.07127291955699,0,1,1
pbp1Δ / WT,YGL160W_mRNA,275.815304714812,0.130352970417079,0.211844569639472,0.615323633921417,0.538341012634784,0.941015605245272
pbp1Δ / WT,YHL021C_mRNA,306.430499593012,-0.0179419216226586,0.145805583051704,-0.123053735303786,0.902064546639596,0.990581750078898
pbp1Δ / WT,YHR198C_mRNA,205.647468947399,-0.273278522284388,0.237416378531366,-1.15105168385964,0.249710973488215,0.802033062499289
pbp1Δ / WT,YIL087C_mRNA,102.154315855528,0.468149659204624,0.269877512702683,1.73467457335125,0.082798462433752,0.595747614034232
pbp1Δ / WT,YAL049C_mRNA,968.099521954804,0.178287487407038,0.114988847574398,1.55047633894831,0.121027228282034,0.672605969112937
pbp1Δ / WT,YIL158W_mRNA,42.0745154176929,0.212929943412384,0.377626627349989,0.563863689662534,0.572846903065547,0.946831572047013
pbp1Δ / WT,YIR003W_mRNA,261.764203764245,-0.00202540780332774,0.159252324713484,-0.0127182306881341,0.989852593656845,1
pbp1Δ / WT,YJL046W_mRNA,66.9450297847412,-0.102557544477675,0.309796590703276,-0.33104800877523,0.740608222331734,0.977209588310282
pbp1Δ / WT,YJL131C_mRNA,15.7491903625956,-0.524569535336402,0.57623343551938,-0.910342064520413,0.362642141213688,0.873494947011441
pbp1Δ / WT,YJR080C_mRNA,318.728436691529,-0.145689893818821,0.17006874246396,-0.856652972839467,0.391636700488368,0.889054031506642
pbp1Δ / WT,YJR100C_mRNA,65.8609232134189,-0.298522136223654,0.274567738824152,-1.08724403494048,0.276928974625101,0.831012433560439
pbp1Δ / WT,YKL037W_mRNA,0.604358333877057,0,4.08045587178748,0,1,NA
pbp1Δ / WT,YKR074W_mRNA,323.6952972682,0.479306099686778,0.275521615527732,1.73963156672379,0.0819237326852638,0.594487881507366
pbp1Δ / WT,YBR108W_mRNA,215.31491887206,-0.0254236496693714,0.246795488677923,-0.103015050257058,0.917951026125671,0.991924186582705
pbp1Δ / WT,YML050W_mRNA,15.0813635136076,-0.666499046250411,0.520591498100043,-1.28027262965852,0.200449270188234,0.765635413559348
pbp1Δ / WT,YML087C_mRNA,10.7654419017363,0.302964425182198,0.677414271846107,0.44723655490244,0.654704270429754,0.966458678470767
pbp1Δ / WT,YMR003W_mRNA,33.6376127536676,-0.142672988263687,0.403057322416965,-0.353976916752527,0.72335618246368,0.977209588310282
pbp1Δ / WT,YMR157C_mRNA,80.6266831565844,-0.865787991340829,0.263873934248904,-3.28106674804855,0.00103415267727039,0.0723291307019466
